projectname,classification,commenttext
argouml,IMPLEMENTATION,"// A language must be unique // So, select the current empty language. // TODO ? Alert"
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,"/**
     * If the property that this comboboxmodel depicts is changed in the UML
     * model, this method will make sure that the changes will be
     * done in the combobox-model equally. <p>
     * TODO: This function is not yet completely written!
     *
     * {@inheritDoc}
     * @see java.beans.PropertyChangeListener#propertyChange(java.beans.PropertyChangeEvent)
     */"
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,"// TODO: review the tool tips ? // stringField.setToolTipText(Translator.localize(""label.body.tooltip""));"
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,"/**
     * The list with objects that should be shown in the combobox.
     * TODO: Using a list here forces a linear search when we're trying to add
     * a new element to the model which can be very slow for large models.
     */"
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,"/**
 * The panel that shows a value specification for an other UML element.
 *
 *
 * TODO: Do we need to implements ChangeListener If yes => ok If no => Can't be
 * use without *Optional class, or the *Optional don't need to !
 *
 */"
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: else : alert
argouml,IMPLEMENTATION,"/* TODO: Enhance the isValidNamespace function so
         * that this never happens.
         */"
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: After removing a region reset the overall // size of the node.
argouml,IMPLEMENTATION,// TODO: gone in UML 2.1
argouml,IMPLEMENTATION,// TODO: not implemented
argouml,IMPLEMENTATION,// TODO: not implemented
argouml,IMPLEMENTATION,// TODO: not complete
argouml,IMPLEMENTATION,// how to handle empty target lists? // probably the wizstep should only show an empty pane in that case
argouml,IMPLEMENTATION,/* TODO: Not all namespaces are useful here - any WFRs? */
argouml,IMPLEMENTATION,// TODO: This work should be deferred until actually  // needed for display
argouml,IMPLEMENTATION,// TODO: Should be anything allowed by current diagram
argouml,IMPLEMENTATION,// TODO: We expect an association end here -  // check more carefully? - tfm
argouml,IMPLEMENTATION,"/**
     * TODO: this is not done yet. Eventually this will also
     * feed the rational log.
     */"
argouml,IMPLEMENTATION,// TODO: Is it removed from UML2 ?
argouml,IMPLEMENTATION,// TODO: not implemented
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: This will need to change when we support multiple // user models.
argouml,IMPLEMENTATION,// TODO: 2nd next() for single hasNext()
argouml,IMPLEMENTATION,// TODO: Fully implement this!
argouml,IMPLEMENTATION,// TODO: Implement following WFR for GeneralizableElements // [4] The parent must be included in the Namespace of the //     GeneralizableElement. //       self.generalization->forAll(g | //           self.namespace.allContents->includes(g.parent) ) //        return ModelManagementHelperMDRImpl.getContents(ns).contains( //                gen.getParent());
argouml,IMPLEMENTATION,// TODO: I18N
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,"// TODO: Before allowing this, we should really check that // TemplateParameter.defaultElement is defined"
argouml,IMPLEMENTATION,// TODO: Not implemented
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,"/**
         * Identifier for addonly changeability.
         * TODO: Note this should not be in UML2 version
         */"
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,"/* TODO: correctly implement next function
                 * in the model subsystem for
                 * issue 1942: */"
argouml,IMPLEMENTATION,"// Make a read-only copy of the listeners list so that reentrant calls // back to add/removeListener won't mess us up. // TODO: Potential performance issue, but we need the correctness - tfm"
argouml,IMPLEMENTATION,// TODO: Review all callers to make sure that they localize the title // In process by Harold Braun 20070912
argouml,IMPLEMENTATION,// TODO: I18N
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: Once the default constructor is deleted we only set dirty flag
argouml,IMPLEMENTATION,// TODO: All super constructors should take a GraphModel
argouml,IMPLEMENTATION,// TODO: I18N
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: Get Project or other necessary context from source?? // e.getSource();
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: Make this more efficient for large I/Os
argouml,IMPLEMENTATION,// TODO: I18N
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: i18n
argouml,IMPLEMENTATION,// TODO: Bob says - how can we auto-generate this list?
argouml,IMPLEMENTATION,// TODO: We failed to resolve URL - signal error
argouml,IMPLEMENTATION,// TODO: Count/report unresolved references
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: Implement support for multiple TaggedValues
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: treat Message
argouml,IMPLEMENTATION,// TODO: implement
argouml,IMPLEMENTATION,// TODO: Why would this be null?
argouml,IMPLEMENTATION,// TODO: treat Message
argouml,IMPLEMENTATION,// TODO: Rework to use UML 1.4 TagDefinitions - tfm
argouml,IMPLEMENTATION,// TODO: Needs undo support
argouml,IMPLEMENTATION,// TODO: This is a linear search of a list that contain many // thousands of items (one for every Fig in the entire project)
argouml,IMPLEMENTATION,// TODO: Check if this is ok (this is literally adapted from NSUML)
argouml,IMPLEMENTATION,/* FIX: set the application name for Mac OS X */
argouml,IMPLEMENTATION,//TODO: What can we do with other kind of actions?
argouml,IMPLEMENTATION,"// TODO: Use the SVGWriter2D implementation //            cmd = new SaveSVGAction2(Translator.localize(""action.save-svg""));"
argouml,IMPLEMENTATION,"// Apparently, this method is never called."
argouml,IMPLEMENTATION,"/*
     * TODO: Not implemented yet. The idea is that some
     * problems identified by Critic's can be fixed with certain design
     * manipulations (or transforms) that can be applied automatically
     * to resolve the problem. This method replies true iff the given
     * problem can be fixed. The fixIt() method actually does the fix.
     *
     * @see org.argouml.cognitive.Poster#canFixIt(org.argouml.cognitive.ToDoItem)
     * Also
     * @see Critic#fixIt
     */"
argouml,IMPLEMENTATION,"/**
     * TODO: Not implemented yet. If the given ToDoItem can
     * be fixed automatically, and the user wants that to happen, then do
     * it. Obviously, this depends on the specific Critic and
     * problem. By default this method does nothing.
     *
     * @param item the todo item
     * @param arg the design material (?)
     */"
argouml,IMPLEMENTATION,"/**
     * List of ChecklistStatus:es.
     *
     * Indexed on the model element itself.
     * TODO: Should use weak references so that this is forgotten about
     * when the object is removed.
     */"
argouml,IMPLEMENTATION,// TODO: Maybe the exception strings should be internationalized
argouml,IMPLEMENTATION,// TODO understand qualifiers
argouml,IMPLEMENTATION,// TODO: Convert this to some sensible logging
argouml,IMPLEMENTATION,// TODO is it possible to use more than one variable?
argouml,IMPLEMENTATION,"/**
     * Reply the ToDoItem that the designer should see iff predicate()
     * returns true. By default it just fills in the fields of the
     * ToDoItem from accessor methods of this Critic. Critic Subclasses
     * may override this method or the accessor methods to add computed
     * fields to the ToDoItem.
     *
     * TODO: Critic's may want to add new fields to a
     * ToDoItem to make stillValid more efficent.
     *
     * @see Critic#critique
     *
     * @param dm the offender
     * @param dsgr the designer
     * @return ToDoItem
     */"
argouml,IMPLEMENTATION,// TODO implementation?
argouml,IMPLEMENTATION,// TODO: Removed from UML 2.x
argouml,IMPLEMENTATION,//            Category.getRoot().getLoggerRepository().setThreshold(Level.OFF); // TODO: Find the proper implementation in java.util.logging API	    
argouml,IMPLEMENTATION,// TODO: Review all callers to make sure that they localize the title
argouml,IMPLEMENTATION,"/**
     * Removes a listener, eventtype pair from the listener list.
     *
     * TODO: replace the listener implementation with a EventListenerList
     * for better performance
     *
     * @param event the event to which the listener will not listen any more
     * @param listener the listener to be removed
     */"
argouml,IMPLEMENTATION,"/**
     * Check the offenders.<p>
     *
     * This is called from the constructors where the offenders are given.
     *
     * TODO: Why do we only care about checking the first 2 offenders above?
     * @param offs The offenders.
     */"
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: This is a linear search of a list that contain many // thousands of items (one for every Fig in the entire project)
argouml,IMPLEMENTATION,// TODO check this
argouml,TEST,// TODO: No test coverage for this or createPropPanel? - tfm
argouml,TEST,"// TODO do tests for infix operators (8.4.7), // even though it is not yet supported"
argouml,TEST,"// The UML 2.1.1 metamodel is a MOF 2.0 CMOF model, so // we want nodes with // tag=""ownedMember"", attribute xmi:type=""cmof:Class"" // TODO: This code is untested - tfm"
argouml,TEST,"/**
     * For modules, it would be usefule to be able to remove their factories.<p>
     * 
     * TODO: The effect of this method is not yet tested!
     * 
     * @param factory the factory to remove
     */"
argouml,TEST,// TODO: should not be using assert here but I don't want to change to // IllegalStateException at lead up to a release as I don't know how // much testing is done with assert on.
argouml,TEST,"/**
     * Test the constructor used for loading a profile from a Jar file.
     * TODO: Test FigNode!
     *
     * @throws Exception if something goes wrong
     */"
argouml,TEST,"// ModelElement is abstract, so no create tests // TODO: Add any other relevant tests        "
argouml,TEST,// Do we need to add tests for the following? // // AggregationKind // ChangeableKind // MessageDirectionKind // OrderingKind // ParameterDirectionKind // PseudostateKind // ScopeKind // VisibilityKind //
argouml,TEST,// TODO: Test if the generated string is correct.
argouml,TEST,"/**
     * Tests if the list with namespaces defined in getValidNamespaceClasses
     * contains only valid namespaces.
     *
     * TODO: This test does not test anything, really!
     */"
argouml,TEST,//        cleanAllExtentsBut(model); // TODO: why is this causing a crash?!?
argouml,TEST,"/**
 * TODO: This needs more work.
 * Test e.g. creation when an operation is selected.
 *
 * @author jaap.branderhorst@xs4all.nl
 * @since Jan 9, 2003
 */"
argouml,TEST,// TODO: This requires that the tests be run with assertions // enabled which isn't guaranteed in all environments.
argouml,TEST,"// For some reason ListSet.equals() allocates a lot of memory, well // some memory at least. Lets try to avoid that when not needed by // invoking this test only when the two previous tests are not decisive."
argouml,TEST,"/**
 * Tests for the DiagramSettings.
 *
 * TODO: Test chaining of settings.
 *
 * @author Tom Morris (based on TestProjectSettings by Michiel)
 */"
argouml,TEST,// TODO: should not be using assert here but I don't want to change to // IllegalStateException at lead up to a release as I don't know how // much testing is done with assert on.
argouml,TEST,// TODO: Fix this so that new sequence diagrams are tested
argouml,TEST,"/**
     * TODO: Rewrite this test using reflection against Uml class.
     * 
     * This code has been commented out since September 2003
     */"
argouml,TEST,"/**
 * Test creation of Collaboration diagrams.
 * TODO: Test creating on an operation.
 *
 * @author jaap.branderhorst@xs4all.nl
 * @since Jan 9, 2003
 */"
argouml,TEST,"/**
     * Test a UML 1.3/XMI 1.1 file to make sure that it gets converted properly.
     * <p>
     * TODO: Our UML 1.3 converter currently only handles XMI 1.0. 
     * @throws FileNotFoundException indicates a test configuration problem
     * @throws UmlException if it fails to open the file
     */"
argouml,TEST,"/**
     * Tests if the list with namespaces defined in getValidNamespaceClasses
     * contains only valid namespaces.
     *
     * TODO: This test does not test anything, really!
     */"
argouml,TEST,// The application should have checked for availability at // startup. // For tests we would expect unix developers to be correctly // configured. // Replace with an assert when we are JRE1.4+
argouml,TEST,"// TODO: this should fail, but it doesn't:"
argouml,TEST,"// TODO write test for enumerations, although they are not yet supported"
argouml,TEST,"/**
 * Test read compressed models, mainly to verify the correct reading of
 * AndroMDA profiles.
 * TODO: Move this test into argouml base when we will want to read also zip
 * file.
 *
 * @author lmaitre
 */"
argouml,TEST,"// TODO do tests for navigation to association classes (8.5.5), // even though it is not yet supported"
argouml,TEST,// We tested this above - do we need to test again?
argouml,TEST,"// TODO do tests for type conformance (8.4.4), // even though it is not yet supported"
argouml,TEST,/* Testing: Does not fire. Conflict with CrNameConflict. */
argouml,TEST,// TODO: should it remove the leftovers from other tests? //        cleanAllExtents(); //        assert getFacade().getRootElements().size() == 0;
argouml,TEST,// Entered in 0.29.3 // Prove that the test below is not needed
argouml,TEST,// TODO: This requires that the tests be run with assertions // enabled which isn't guaranteed in all environments.
argouml,TEST,"/* TODO: Why does it fail for changing
             * the name of an associationend?
             *  Why should it pass? */"
argouml,TEST,"/**
     * For modules, it would be useful to be able to remove their factories.
     * <p>
     * 
     * TODO: The effect of this method is not yet tested!
     * 
     * @param factory
     *            the factory to remove
     */"
argouml,TEST,/* TODO: Test this. */
argouml,TEST,// TODO: Test if the generated string is correct.
argouml,TEST,"// TODO do tests for ranges in collection definition (8.5.12), // even though it is not yet supported"
argouml,TEST,"// TODO do tests for collections of collections (8.5.13), // even though it is not yet supported  // question: should this happen with all collections or only  // the constructed ones?"
argouml,TEST,"/**
     * Test creation of metatypes.
     *
     * TODO: we could add tests here to make sure that
     * we can NOT create abstract types
     */"
argouml,TEST,"/* Listening only to ""remove"" events does not work...
         * TODO: Check if this works now with new event pump - tfm
         */"
argouml,TEST,// TODO: We need some way of driving this from panel xml rather // than hard coded test
argouml,TEST,"/*
     * TODO: Prove that this works. 
     * The TestUMLAssociationRoleBaseComboBoxModel does not cut it. 
     * 
     * @see org.argouml.uml.ui.UMLComboBoxModel#addOtherModelEventListeners(java.lang.Object)
     */"
argouml,TEST,// TODO: Presumably this is only relevant if // obj is actually a Model or Profile. // An added test of isAModel(obj) or isAProfile(obj) would clarify // what is going on here.
argouml,TEST,"/**
 * All events going to the Explorer must pass through here first!<p>
 *
 * Most will come from the uml model via the EventAdapter interface.<p>
 *
 * TODO: In some cases (test cases) this object is created without setting
 * the treeModel. I (Linus) will add tests for this now. It would be better
 * if this is created only when the Explorer is created. <p>
 *
 * TODO: The ExplorerTreeNode also listens to some events
 * (from Diagrams), so it does not follow the rule above.
 *
 * @since 0.15.2, Created on 16 September 2003, 23:13
 * @author  alexb
 */"
columba-1.4-src,DEFECT,// does not work: r.getFolderName() // does not work: r.getMessage().getUID()
columba-1.4-src,DEFECT,// TODO: key can't be null
columba-1.4-src,DEFECT,"// bug #997560 (fdietz): CC: should be in Cc:, instead of To: //toList.addAll(Arrays.asList(rfcHeader.getCc()));"
columba-1.4-src,DEFECT,// TODO check if we have to manually set the folder/uid in  // message controller to make this work
columba-1.4-src,DEFECT,"// bug #997560 (fdietz): CC: should be in Cc:, instead of To:"
columba-1.4-src,DEFECT,// FIXME this is not correct
columba-1.4-src,DEFECT,// FIXME correct year calculation
columba-1.4-src,DEFECT,// FIXME check if the id is a correct file name! 
columba-1.4-src,DEFECT,"// TODO: newUID, generate correctly formatted date string"
columba-1.4-src,DEFECT,// TODO fix doctype
columba-1.4-src,DEFECT,// TODO: key can't be null
columba-1.4-src,DEFECT,// TODO: fix parser exception
columba-1.4-src,DEFECT,"/**
 * FIXME:
 * 
 * @author fdietz: No locking of folders currently implemented!
 * 
 * @author frd
 */"
columba-1.4-src,DESIGN,// TODO (@author fdietz): should be removed if we only use // Streams!
columba-1.4-src,DESIGN,// FIXME (@author karlpeder): Is 3.2 the proper version of html to refer to?
columba-1.4-src,DESIGN,// this is a hack for the multiline column
columba-1.4-src,DESIGN,//TODO (@author tstich): do something
columba-1.4-src,DESIGN,// TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,// FIXME remove method // toolbarPane.add(c);
columba-1.4-src,DESIGN,//TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,//TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,// TODO @author hubms: copied from frederiks search builder
columba-1.4-src,DESIGN,// real stupid recreation of whole list model // -> replace with id-based listmodel update
columba-1.4-src,DESIGN,// TODO (@author karlpeder): Extend handling of special entities as in restoreSpecialCharacters
columba-1.4-src,DESIGN,"/**
     * Transforms email-addresses into HTML just as
     * substituteEmailAddress(String), but tries to ignore email-addresses,
     * which are already links, if the ignore links flag is set.
     * <br>
     * This extended functionality is necessary when parsing a text which
     * is already (partly) html.
     * <br>
     * FIXME: Can this be done smarter, i.e. directly with reg. expr. without manual parsing??
     *
     * @param         s                                input text
     * @param        ignoreLinks                if true link tags are ignored. This gives a
     *                                                         wrong result if some e-mail adresses are
     *                                                         already links (but uses reg. expr. directly,
     *                                                         and is therefore faster)
     * @return        text with email-adresses transformed to links
     */"
columba-1.4-src,DESIGN,//TODO: Return content encoding according to the mime part in the mail
columba-1.4-src,DESIGN,//TODO: Return content type according to the mime part in the mail
columba-1.4-src,DESIGN,// hack to support dockable view title update // TODO replace with listener pattern
columba-1.4-src,DESIGN,/*TODO stop polling thread?! */
columba-1.4-src,DESIGN,// TODO @author hubms: bad: if there is a icon it is tagged or // not
columba-1.4-src,DESIGN,// TODO categoryEnumeration
columba-1.4-src,DESIGN,// hack: if start and end time is at 00:00:00:000 it is // an all day event
columba-1.4-src,DESIGN,// register interest on store changes // TODO the dependency should be the other way around
columba-1.4-src,DESIGN,"// TODO: fix layout to look good, even if there's not enough information provided"
columba-1.4-src,DESIGN,// TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,// FIXME: ugly cast to ContactModel
columba-1.4-src,DESIGN,// @TODO dont use deprecated method
columba-1.4-src,DESIGN,/* TODO must get polling interval from config file */
columba-1.4-src,DESIGN,//      TODO: reactivate when feature is supported
columba-1.4-src,DESIGN,// If this folder has children add them // TODO: In the future we should try to fetch additional children on demand // when the tree of the dialog is opened
columba-1.4-src,DESIGN,// TODO (@author fdietz): Add more special entities - e.g. accenture chars such as ?
columba-1.4-src,DESIGN,"// TODO (@author waffel): encrypt AND sign dosN#t work. The message is // always only // encrypted. We need a function that knows, here // is an encrypted AND signed Message. Thus first encyrpt and then // verifySign the message // if this message is signed/encrypted we have to use // GnuPG to extract the decrypted bodypart // - multipart/encrypted // - multipart/signed"
columba-1.4-src,DESIGN,"/**
     * Transforms urls into HTML just as substituteURL(String),
     * but tries to ignore urls, which are already links, if the ignore
     * links flag is set.
     * <br>
     * This extended functionality is necessary when parsing a text which
     * is already (partly) html.
     * <br>
     * FIXME: Can this be done smarter, i.e. directly with reg. expr. without manual parsing??
     *
     * @param         s                                input text
     * @param        ignoreLinks                if true link tags are ignored. This gives a
     *                                                         wrong result if some urls are already links
     *                                                         (but uses reg. expr. directly, and is
     *                                                         therefore faster)
     * @return        text with urls
     */"
columba-1.4-src,DESIGN,// TODO @author fdietz: ensure that we don't fetch individual // headers // to reduce client/server roundtrips
columba-1.4-src,DESIGN,// ??? bad to have release hardocoded here. Fix later...right.
columba-1.4-src,DESIGN,// TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,// TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,// hack: if start and end time is at 00:00:00:000 it is // an all day event
columba-1.4-src,DESIGN,//TODO: Open stream from the mime part specified by contentID of the  //currently viewed mail
columba-1.4-src,DESIGN,// something is very wrong here
columba-1.4-src,DESIGN,// its maybe better to leave this option out of the dialog // -> make it configurable in the xml file anyway
columba-1.4-src,DESIGN,// TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,// TODO: Make this hack more i18n compatible
columba-1.4-src,DESIGN,// TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,/*TODO move resources to a resource file */
columba-1.4-src,DESIGN,// TODO: use UndoableEditEvent to make this really work
columba-1.4-src,DESIGN,// TODO: Should we take some action to ensure signature is valid // html?
columba-1.4-src,DESIGN,/* XXX should this be fired by a different thread? */
columba-1.4-src,DESIGN,//TODO:add a configuration of the cache size
columba-1.4-src,DESIGN,"/**
	 * Command executes the search.
	 * <p>
	 * In case new result results arrive, it ensures that all interested
	 * listeners are notified from inside the EDT.
	 * <p>
	 * FIXME: fdietz: No locking of folders currently implemented! TODO: fdietz:
	 * create new Command for every provider to introduce real ""parallel"" search
	 * 
	 * @author fdietz
	 */"
columba-1.4-src,DESIGN,"/*XXX this is not thread-safe, though luck. It isn't supposed to be. */"
columba-1.4-src,DESIGN,// TODO (@author fdietz): move this to AbstractMessageFolder constructor
columba-1.4-src,DESIGN,//TODO: Should this be renamed to cLoc or something more appropriate than clock?
columba-1.4-src,DESIGN,"/*
         * TODO (@author karlpeder): Guess that right thing to do is to get height as getDrawingSize().getHeight(),
         * since this should take top- and bottom margin of this print
         * object into account. But the height seems not to be set
         * correctly in computePositionAndSize() (*20030604, karlpeder*)
         */"
columba-1.4-src,DESIGN,"// we can't use SystemClassLoader here, because that // wouldn't work with java webstart, // ResourceBundle uses its own internal classloader // if no classloader is given //  -> set classloader = null"
columba-1.4-src,DESIGN,"//  // Note: We intentionally don't remember internal plugins, because // we don't want them to appear in the plugin manager currently. //  // TODO: improve plugin manager dialog to support internal plugins // which can't be removed, etc."
columba-1.4-src,DESIGN,// FIXME calendar?
columba-1.4-src,DESIGN,"// TODO @author hubms have this flags, until the speed of the entitymanager // is improved"
columba-1.4-src,DESIGN,// cleanup: remove port number file
columba-1.4-src,DESIGN,// TODO: There's probably a better way to do this hack...
columba-1.4-src,DESIGN,"/*TODO before inserting, find out if there's already a menu item
     * with the same action command. if so, replace it, otherwise insert new
     */"
columba-1.4-src,DESIGN,// TODO (@author fdietz): add import feature
columba-1.4-src,DESIGN,//TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,// TODO (@author hubms): implement custom menuitem renderer
columba-1.4-src,DESIGN,// TODO @author fdietz: no paging used currently // show only first 5 results
columba-1.4-src,DESIGN,// TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,// real stupid recreation of whole menu model
columba-1.4-src,DESIGN,// TODO @author fdietz: no paging used currently // show only first 5 results
columba-1.4-src,DESIGN,// TODO: throw IllegalArgumentException in case a variable == null
columba-1.4-src,DESIGN,//TODO (@author fdietz): associate help with button and root pane
columba-1.4-src,DESIGN,// FIXME -- This will most likely not work. //          You want the element removed if the contents are the same //          Not just if the element reference is the same.
columba-1.4-src,DESIGN,"// // @author: fdietz // using shutdown-manager is wrong here, because this // automatically also calls the FrameManager, which  // also starts a second shutdown thread // -> This leads into two parallel shutdown thread which // -> is why sometimes config-files, etc. get messed up //        "
columba-1.4-src,DESIGN,// @author fdietz: hackish way of creating a search toolbar //JToolBar searchToolBar = new ExtendableToolBar();
columba-1.4-src,DESIGN,"/**
 * A Command uses the information provided from {@link DefaultCommandReference}
 * to execute itself.
 * <p>
 * TODO: remove IFrameMediator dependency
 * 
 * @author Timo Stich <tstich@users.sourceforge.net>
 */"
columba-1.4-src,DESIGN,"// manually rewrite the connection url, because // if there is no rewrite the database files are created // in the starting directory, we don't want that!"
columba-1.4-src,DESIGN,// TODO: fix updateActions //enableActions(getCurrentOwner());
columba-1.4-src,DESIGN,// TODO: @author hubms check what is neccessary // remove old filters // searchFolder.getFilter().getFilterRule().removeAll(); // add filter criteria // searchFolder.getFilter().getFilterRule().add(c);
columba-1.4-src,DESIGN,//TODO Let the AttachmentViewer get the focus so that this works
columba-1.4-src,DESIGN,//TODO: Open in message frame //TODO: Handle also message attachments from OpenInComposer action
columba-1.4-src,DESIGN,"// TODO (@author fdietz): add central place, which keeps a list of all possible //       colors, and provides a custom color configuration possibility"
columba-1.4-src,DESIGN,// @TODO dont use deprecated method
columba-1.4-src,DESIGN,// TODO (@author fdietz): implement custom menuitem renderer
columba-1.4-src,DESIGN,// TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,//TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,"// FIXME (@author fdietz): Do we need this implementation in a TempFolder? // If not, just put an empty method here, just like in VirtualFolder."
columba-1.4-src,DESIGN,// TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,// TODO Ristretto should handle the logging of streams in another // way.
columba-1.4-src,DESIGN,"// TODO (@author fdietz): All this code for creating a new // IMAPRootFolder should // be moved to a FolderFactory // -> this way ""path"" would be handled in the factory, too // parent directory for mail folders // for example: "".columba/mail/"" // String path = // MailConfig.getInstance().getConfigDirectory().getPath();"
columba-1.4-src,DESIGN,// turn of focus stealing (workaround should be removed in the // future!)
columba-1.4-src,DESIGN,"// wait, if there is an active transaction // TODO @author hubms retrycount!"
columba-1.4-src,DESIGN,"/**
	 * this regular expression should cover anything from a@a.pt or a@a.com to
	 * a@a.info. Permits usage of invalid top domains though.
	 * <p>
	 * [bug] fdietz: added ""."" and ""-"" as regular characters
	 * (example:mail@toplevel.mail.de)
	 * <p>
	 * TODO: see if we can replace the matching code with Ristretto stuff
	 *
	 */"
columba-1.4-src,DESIGN,"// @author: fdietz // This is a workaround. Generally, the contact dialog editor // should ensure that all necessary fields are available // "
columba-1.4-src,DESIGN,// TODO: replace view with more detailed info view
columba-1.4-src,DESIGN,"// TODO we should check if we need an vector or better another list // implementation; checking also, if the list // must be syncronized or not (performance)"
columba-1.4-src,DESIGN,// FIXME is this correct for
columba-1.4-src,DESIGN,//TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,//TODO externalize string //$NON-NLS-1$
columba-1.4-src,DESIGN,// TODO: multiplicity checks
columba-1.4-src,DESIGN,"// TODO (@author fdietz): until we can get all the settings update // immediately // we just open a message box, telling the user to restart"
columba-1.4-src,DESIGN,// TODO: real IM status here
columba-1.4-src,DESIGN,"// FIXME: should we align the menu to the left instead? // menu.show(b, b.getWidth() - menu.getWidth(), b.getHeight());"
columba-1.4-src,DESIGN,// TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,// TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,"// @author: tstich // Its better to call the Shutdownmanager // since the above is called automatically from it. // ShutdownManager is modified to allow one shutdown // call only, so we never should have multi-shutdown // problems again."
columba-1.4-src,DESIGN,/* TODO should come up with a better name for the menu item */
columba-1.4-src,DESIGN,// TODO: throw IllegalArgumentException in case a variable == null
columba-1.4-src,DESIGN,// TODO @author fdietz: no paging used currently // show only first 5 results
columba-1.4-src,DESIGN,// TODO: use UndoableEditEvent to make this really work
columba-1.4-src,DESIGN,// TODO (@author fdietz): add export feature
columba-1.4-src,DESIGN,// TODO @author fdietz: no paging used currently // show only first 5 results
columba-1.4-src,DESIGN,"// Since Columba is doing its own logging handlers, we should not // use handlers in the parent logger."
columba-1.4-src,DESIGN,//TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,// The JavaHelp can't be added to a BorderLayout because it // isnt' a component. For this demo we'll use the embeded method // since we don't want a Frame to be created.
columba-1.4-src,DESIGN,"// @author: fdietz // // PROBLEM: Extensions don't run using Java Webstart (JWS) //  // Even though we assign ""all-permission"" in our columba.jnlp file, this // only applies // to the initial Java Webstart classloader. But, we create our own // classloaders for // loading extensions. These classloaders don't have the same permission // settings anymore."
columba-1.4-src,DESIGN,// what to do here? we could start a new server...
columba-1.4-src,DESIGN,"// WORKAROUND: //  // System.setSecurityManager(null); // // This call effectly disables the sandbox mode and seems to work fine. // // Below I use another way. The policy for all classloaders is set to // ""all-permissions"". // Don't really know the difference though."
columba-1.4-src,DESIGN,"// For the Mac ScreenBarMenus to work, this must be declared before // *ANY* AWT / Swing gets initialised. Do *NOT* move it to plugin init // location because that is too late..."
columba-1.4-src,DESIGN,// kids - don't do this at home
