@relation comments-weka.filters.unsupervised.instance.RemovePercentage-P50.0
@attribute comment string
@attribute classification {TEST,IMPLEMENTATION,DESIGN,DEFECT,DOCUMENTATION}
@data
'// TODO: i18n','IMPLEMENTATION'
'/**\n     * Save the source language in the model.\n     * <p>\n     * TODO: Support multiple languages now that we have UML 1.4 tagged values.\n     *\n     * @param node\n     * @param language\n     */','IMPLEMENTATION'
'/*\n         * TODO: This transformation is Java specific. We need a more\n         * language/notation scheme for specifying qualified names.\n         * Possible algorithm - replace all punctuation with our\n         * internal separator, replace multiple separators with a single\n         * instance (for languages like C++).  What about I18N? - tfm\n         */','IMPLEMENTATION'
'// TODO: Need to add FileChooser ','IMPLEMENTATION'
'// TODO: this needs to be improved // even for nongui calling, the config panel needs to be initialized:','IMPLEMENTATION'
'// TODO implement additional operations in 4.5.3.5','IMPLEMENTATION'
'/**\n     * Return the fully qualified name of a model element in Java (dot\n     * separated) format.\n     * <p>\n     * TODO: We really need a language independent format here. Perhaps the list\n     * of names that form the hierarchy? - tfm\n     */','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// TODO: Need UML 2.x equivalent','IMPLEMENTATION'
'// TODO: I18N','IMPLEMENTATION'
"/**\n     * The list with objects that should be shown in the combobox.\n     * TODO: Using a list here forces a linear search when we're trying to add\n     * a new element to the model which can be very slow for large models.\n     */",'IMPLEMENTATION'
'/**\n     * Generates a new unique ID and returns it as a String. The contents\n     * of the String is supposed to be unique with respect to all Strings\n     * generated by other instances of this class.\n     * TODO: We should consider using java.util.UUID for this instead.\n     *\n     * @return\tA String with unique content.\n     */','IMPLEMENTATION'
'// TODO: I18n','IMPLEMENTATION'
'// TODO: Add Up/Down buttons to control the ordering of items','IMPLEMENTATION'
'// TODO support other name kinds','IMPLEMENTATION'
'// TODO Add all top level packages','IMPLEMENTATION'
'/**\n     * If the property that this comboboxmodel depicts is changed in the UML\n     * model, this method will make sure that the changes will be\n     * done in the combobox-model equally. <p>\n     * TODO: This function is not yet completely written!\n     *\n     * {@inheritDoc}\n     * @see java.beans.PropertyChangeListener#propertyChange(java.beans.PropertyChangeEvent)\n     */','IMPLEMENTATION'
'// TODO support other kinds of tail','IMPLEMENTATION'
'// TODO: is this the right range here?','IMPLEMENTATION'
'// how to handle empty target lists? // probably the wizstep should only show an empty pane in that case','IMPLEMENTATION'
'/**\n * This class provides a text field that can be used to display\n * the text of all Comments associated with an annotated ModelElement.\n *\n * TODO: This could use more work.  Currently it returns all\n * Comment.name or Comment.body attributes concatenated together\n * into a single read-only document.\n *\n * @since 1 Nov 2005\n * @author Tom Morris (tfmorris@gmail.com)\n */','IMPLEMENTATION'
'// TODO: We should assert this never happens before removing // panels should control their own listeners','IMPLEMENTATION'
'/* TODO: Implement this! */','IMPLEMENTATION'
'// TODO: This is updating model on a per character basis as // well as unregistering/reregistering event listeners every // character - very wasteful - tfm','IMPLEMENTATION'
'// TODO: The project should be bound to the action when it is created?','IMPLEMENTATION'
"// TODO: It would be better to defer this initialization until the panel // actually needs to be displayed. Perhaps optimistically always return // true and figure out later if we've got something to display - tfm - // 20070110",'IMPLEMENTATION'
'/**\n * This panel contains radio buttons that represent the Changeability\n * of an asssociation-end.\n *\n * @author jaap.branderhorst@xs4all.nl\n * @since Jan 4, 2003\n * \n * TODO: For UML 2.x this needs to be changed to be just ReadOnly (frozen)\n * or not (changeable).\n */','IMPLEMENTATION'
'//TODO: what to do with the return value?','IMPLEMENTATION'
'// TODO: property name will need to be updated for UML 2.x // Unfortunately we can specify two property names here','IMPLEMENTATION'
'// TODO: do we want to fire targetRemoved here or is it enough to just // stop updating the targets?','IMPLEMENTATION'
'// TODO Expression and InstanceValue (how) // If anyone have an example.','IMPLEMENTATION'
'// not implemented yet','IMPLEMENTATION'
'/**\n * A mock ModelImplementation.<p>\n *\n * The Facade, the ModelEventPump, the Factories and Helpers are all\n * created as mock objects using EasyMock. For each of them, there\n * should also be a possibility to access their {@link MockControl}\n * object.\n * TODO: Create the rest of the getters for the control objects.\n *\n * @author Linus Tolke\n */','IMPLEMENTATION'
'// TODO: what shall we do with the exception?','IMPLEMENTATION'
'// TODO: with new reference resolving scheme, the model sub-system will // cache the systemId of the profile, open it and resolve the profile  // on its own. Thus, the java.util.List will be found and the return  // value will be present again... //assertNotNull(returnParamType);','IMPLEMENTATION'
"//TODO: I suspect this isn't needed call isn't needed but don't remove // till out of alpha/beta stage",'IMPLEMENTATION'
'/**\n     * The UML 1.4 model elements to test.\n     * \n     * TODO: This needs to be updated with a version for UML 2.x.\n     */','IMPLEMENTATION'
'// TODO: Do we need this? Is this the same as emptyFig.getHeight()?','IMPLEMENTATION'
'// TODO: Use reflection against the test case to ensure that it // does not import non-ArgoUML classes','IMPLEMENTATION'
'//TODO: What can we do with other kind of actions?','IMPLEMENTATION'
'// TODO: Maybe a return message already exists. Check first and // and if the first found has no activator then set this call // message as the activator and skip the code below.','IMPLEMENTATION'
'// TODO: Need UML 2.x equivalent','IMPLEMENTATION'
'// TODO: Before adding a new region make the last region // its minimum size (smallest size that will still // contain all enclosed)','IMPLEMENTATION'
'// TODO: why do we need to remove then add the Fig?','IMPLEMENTATION'
"/**\n          * TODO: minimum height should not be calculated every time, but only \n          * when an FigMessage has been added or removed.\n          * Currently doing that doesn't work because of an unknown problem. \n          * How to test: create only two CRs and a create message between them. \n          * Then move the create message to the bottom!\n          * Until that is fixed the workaround is to call updateMinimumHeight()\n          * every time the minimum size is needed\n          */",'IMPLEMENTATION'
'// TODO Expression and InstanceValue (how) // If anyone have an example.','IMPLEMENTATION'
'// TODO: Is it removed from UML2 ?','IMPLEMENTATION'
'// TODO: Implement','IMPLEMENTATION'
'/**\n     * Finds the operation to which a CallEvent refers, based on the given \n     * transition. This function determines the context of the statemachine \n     * that contains the given transition. If the context is a Classifier, then \n     * all operations of this classifier are candidates. If the context is a \n     * BehavioralFeature, then all operations of the owner Classifier are \n     * candidates. The first operation of which the name matches is the result.\n     * For Activity diagrams: If the context is a Package, then\n     * all Operations of all Classifiers in the package are candidates.\n     * TODO: This function works for the most normal cases,\n     * but needs some testing for rare cases, e.g. internal transitions,...\n     * TODO: The Parameters of the candidates are ignored. Maybe this \n     * method should return a set of matching operations.\n     *\n     * @author MVW\n     * @param trans Object of type Transition\n     * @param opname the name of the operation sought\n     * @return Object the operation with the given name, or null\n     */','IMPLEMENTATION'
"/**\n     * Get the innermost containing Model of a ModelElement.\n     * <p>\n     * If no containing Model can be found, the outermost containing\n     * ModelElement is returned (which could be the original element itself if\n     * it has no owner).\n     * <p>\n     * This method is intended to return the innermost\n     * containing Model, but there are circumstances where one may\n     * really expect the outermost containing Model or root package to\n     * be returned (e.g. where\n     * it's being used to test if two elements are from disjoint namespace\n     * hierarchies). Hence, there are two separate methods\n     * with different semantics. The method {@link #getRoot(Object)}\n     * returns the outermost containing object. \n     * <p>\n     * TODO: Note also that some code uses\n     * org.argouml.kernel.Project#getRoot() to navigate down from the top\n     * instead of up from the bottom. We need to use a consistent algorithm for\n     * this. - tfm 20070724\n     * \n     * @param handle\n     *                to the model element.\n     * @return model for the model element.\n     */",'IMPLEMENTATION'
'// TODO: Need UML 2.x equivalent','IMPLEMENTATION'
"// there's more to be handled, which still need to be implemented:",'IMPLEMENTATION'
"/**\n     * Builds an actor in the same namespace as the given actor. If\n     * the object is not and actor nothing is built.<p>\n     * \n     * TODO: This shouldn't just silently fail if it is passed a bad\n     * argument.  This contract will change. - tfm 20070607\n     *\n     * @param model The namespace.\n     * @param actor the given actor\n     * @return Actor the newly built actor\n     */",'IMPLEMENTATION'
'// List<Transition> result = new ArrayList<Transition>(); // TODO: not complete - how to retrieve the transitions?','IMPLEMENTATION'
'// TODO: First implementation will be to call buildPopop // and extract all the contained actions. The toolbar will // be built to the same structure. // The toolbar will be displayed to the left of the JList // under the label.','IMPLEMENTATION'
'// TODO: implement remaining supported types','IMPLEMENTATION'
'// TODO: implement remaining supported types','IMPLEMENTATION'
'// TODO: Need UML 2.x equivalent','IMPLEMENTATION'
'// TODO: gone in UML 2.1','IMPLEMENTATION'
'// TODO: unfinished implementation','IMPLEMENTATION'
'/**\n * Eclipse UML2 implementation of XmiWriter.\n * \n * TODO: We need facilities for writing and reading stable IDs to/from either\n * xmi.id or xmi.uuid.\n * \n * @author Tom Morris\n */','IMPLEMENTATION'
'// TODO: All build/create methods need Undo support - tfm','IMPLEMENTATION'
'// TODO: Bob says - how can we auto-generate this list?','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'/* TODO: correctly implement next function\n                 * in the model subsystem for\n                 * issue 1942: */','IMPLEMENTATION'
'// TODO: Need UML 2.x equivalent','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'/* TODO: correctly implement next function\n                 * in the model subsystem for\n                 * issue 1942: */','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// TODO: This is updating model on a per character basis as // well as unregistering/reregistering event listeners every // character - very wasteful - tfm','IMPLEMENTATION'
'// A language must be unique // So, select the current empty language. // TODO ? Alert','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'/**\n     * If the property that this comboboxmodel depicts is changed in the UML\n     * model, this method will make sure that the changes will be\n     * done in the combobox-model equally. <p>\n     * TODO: This function is not yet completely written!\n     *\n     * {@inheritDoc}\n     * @see java.beans.PropertyChangeListener#propertyChange(java.beans.PropertyChangeEvent)\n     */','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// TODO: review the tool tips ? // stringField.setToolTipText(Translator.localize("label.body.tooltip"));','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
"/**\n     * The list with objects that should be shown in the combobox.\n     * TODO: Using a list here forces a linear search when we're trying to add\n     * a new element to the model which can be very slow for large models.\n     */",'IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
"/**\n * The panel that shows a value specification for an other UML element.\n *\n *\n * TODO: Do we need to implements ChangeListener If yes => ok If no => Can't be\n * use without *Optional class, or the *Optional don't need to !\n *\n */",'IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// TODO: else : alert','IMPLEMENTATION'
'/* TODO: Enhance the isValidNamespace function so\n         * that this never happens.\n         */','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// TODO: After removing a region reset the overall // size of the node.','IMPLEMENTATION'
'// TODO: gone in UML 2.1','IMPLEMENTATION'
'// TODO: not implemented','IMPLEMENTATION'
'// TODO: not implemented','IMPLEMENTATION'
'// TODO: not complete','IMPLEMENTATION'
'// how to handle empty target lists? // probably the wizstep should only show an empty pane in that case','IMPLEMENTATION'
'/* TODO: Not all namespaces are useful here - any WFRs? */','IMPLEMENTATION'
'// TODO: This work should be deferred until actually  // needed for display','IMPLEMENTATION'
'// TODO: Should be anything allowed by current diagram','IMPLEMENTATION'
'// TODO: We expect an association end here -  // check more carefully? - tfm','IMPLEMENTATION'
'/**\n     * TODO: this is not done yet. Eventually this will also\n     * feed the rational log.\n     */','IMPLEMENTATION'
'// TODO: Is it removed from UML2 ?','IMPLEMENTATION'
'// TODO: not implemented','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// TODO: This will need to change when we support multiple // user models.','IMPLEMENTATION'
'// TODO: 2nd next() for single hasNext()','IMPLEMENTATION'
'// TODO: Fully implement this!','IMPLEMENTATION'
'// TODO: Implement following WFR for GeneralizableElements // [4] The parent must be included in the Namespace of the //     GeneralizableElement. //       self.generalization->forAll(g | //           self.namespace.allContents->includes(g.parent) ) //        return ModelManagementHelperMDRImpl.getContents(ns).contains( //                gen.getParent());','IMPLEMENTATION'
'// TODO: I18N','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// TODO: Before allowing this, we should really check that // TemplateParameter.defaultElement is defined','IMPLEMENTATION'
'// TODO: Not implemented','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'/**\n         * Identifier for addonly changeability.\n         * TODO: Note this should not be in UML2 version\n         */','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'/* TODO: correctly implement next function\n                 * in the model subsystem for\n                 * issue 1942: */','IMPLEMENTATION'
"// Make a read-only copy of the listeners list so that reentrant calls // back to add/removeListener won't mess us up. // TODO: Potential performance issue, but we need the correctness - tfm",'IMPLEMENTATION'
'// TODO: Review all callers to make sure that they localize the title // In process by Harold Braun 20070912','IMPLEMENTATION'
'// TODO: I18N','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// TODO: Once the default constructor is deleted we only set dirty flag','IMPLEMENTATION'
'// TODO: All super constructors should take a GraphModel','IMPLEMENTATION'
'// TODO: I18N','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// TODO: Get Project or other necessary context from source?? // e.getSource();','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// TODO: Make this more efficient for large I/Os','IMPLEMENTATION'
'// TODO: I18N','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// TODO: i18n','IMPLEMENTATION'
'// TODO: Bob says - how can we auto-generate this list?','IMPLEMENTATION'
'// TODO: We failed to resolve URL - signal error','IMPLEMENTATION'
'// TODO: Count/report unresolved references','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// TODO: Implement support for multiple TaggedValues','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// TODO: treat Message','IMPLEMENTATION'
'// TODO: implement','IMPLEMENTATION'
'// TODO: Why would this be null?','IMPLEMENTATION'
'// TODO: treat Message','IMPLEMENTATION'
'// TODO: Rework to use UML 1.4 TagDefinitions - tfm','IMPLEMENTATION'
'// TODO: Needs undo support','IMPLEMENTATION'
'// TODO: This is a linear search of a list that contain many // thousands of items (one for every Fig in the entire project)','IMPLEMENTATION'
'// TODO: Check if this is ok (this is literally adapted from NSUML)','IMPLEMENTATION'
'/* FIX: set the application name for Mac OS X */','IMPLEMENTATION'
'//TODO: What can we do with other kind of actions?','IMPLEMENTATION'
'// TODO: Use the SVGWriter2D implementation //            cmd = new SaveSVGAction2(Translator.localize("action.save-svg"));','IMPLEMENTATION'
'// Apparently, this method is never called.','IMPLEMENTATION'
"/*\n     * TODO: Not implemented yet. The idea is that some\n     * problems identified by Critic's can be fixed with certain design\n     * manipulations (or transforms) that can be applied automatically\n     * to resolve the problem. This method replies true iff the given\n     * problem can be fixed. The fixIt() method actually does the fix.\n     *\n     * @see org.argouml.cognitive.Poster#canFixIt(org.argouml.cognitive.ToDoItem)\n     * Also\n     * @see Critic#fixIt\n     */",'IMPLEMENTATION'
'/**\n     * TODO: Not implemented yet. If the given ToDoItem can\n     * be fixed automatically, and the user wants that to happen, then do\n     * it. Obviously, this depends on the specific Critic and\n     * problem. By default this method does nothing.\n     *\n     * @param item the todo item\n     * @param arg the design material (?)\n     */','IMPLEMENTATION'
'/**\n     * List of ChecklistStatus:es.\n     *\n     * Indexed on the model element itself.\n     * TODO: Should use weak references so that this is forgotten about\n     * when the object is removed.\n     */','IMPLEMENTATION'
'// TODO: Maybe the exception strings should be internationalized','IMPLEMENTATION'
'// TODO understand qualifiers','IMPLEMENTATION'
'// TODO: Convert this to some sensible logging','IMPLEMENTATION'
'// TODO is it possible to use more than one variable?','IMPLEMENTATION'
"/**\n     * Reply the ToDoItem that the designer should see iff predicate()\n     * returns true. By default it just fills in the fields of the\n     * ToDoItem from accessor methods of this Critic. Critic Subclasses\n     * may override this method or the accessor methods to add computed\n     * fields to the ToDoItem.\n     *\n     * TODO: Critic's may want to add new fields to a\n     * ToDoItem to make stillValid more efficent.\n     *\n     * @see Critic#critique\n     *\n     * @param dm the offender\n     * @param dsgr the designer\n     * @return ToDoItem\n     */",'IMPLEMENTATION'
'// TODO implementation?','IMPLEMENTATION'
'// TODO: Removed from UML 2.x','IMPLEMENTATION'
'//            Category.getRoot().getLoggerRepository().setThreshold(Level.OFF); // TODO: Find the proper implementation in java.util.logging API\t    ','IMPLEMENTATION'
'// TODO: Review all callers to make sure that they localize the title','IMPLEMENTATION'
'/**\n     * Removes a listener, eventtype pair from the listener list.\n     *\n     * TODO: replace the listener implementation with a EventListenerList\n     * for better performance\n     *\n     * @param event the event to which the listener will not listen any more\n     * @param listener the listener to be removed\n     */','IMPLEMENTATION'
'/**\n     * Check the offenders.<p>\n     *\n     * This is called from the constructors where the offenders are given.\n     *\n     * TODO: Why do we only care about checking the first 2 offenders above?\n     * @param offs The offenders.\n     */','IMPLEMENTATION'
'// not needed','IMPLEMENTATION'
'// TODO: This is a linear search of a list that contain many // thousands of items (one for every Fig in the entire project)','IMPLEMENTATION'
'// TODO check this','IMPLEMENTATION'
'// TODO: No test coverage for this or createPropPanel? - tfm','TEST'
'// TODO do tests for infix operators (8.4.7), // even though it is not yet supported','TEST'
'// The UML 2.1.1 metamodel is a MOF 2.0 CMOF model, so // we want nodes with // tag="ownedMember", attribute xmi:type="cmof:Class" // TODO: This code is untested - tfm','TEST'
'/**\n     * For modules, it would be usefule to be able to remove their factories.<p>\n     * \n     * TODO: The effect of this method is not yet tested!\n     * \n     * @param factory the factory to remove\n     */','TEST'
"// TODO: should not be using assert here but I don't want to change to // IllegalStateException at lead up to a release as I don't know how // much testing is done with assert on.",'TEST'
'/**\n     * Test the constructor used for loading a profile from a Jar file.\n     * TODO: Test FigNode!\n     *\n     * @throws Exception if something goes wrong\n     */','TEST'
'// ModelElement is abstract, so no create tests // TODO: Add any other relevant tests        ','TEST'
'// Do we need to add tests for the following? // // AggregationKind // ChangeableKind // MessageDirectionKind // OrderingKind // ParameterDirectionKind // PseudostateKind // ScopeKind // VisibilityKind //','TEST'
'// TODO: Test if the generated string is correct.','TEST'
'/**\n     * Tests if the list with namespaces defined in getValidNamespaceClasses\n     * contains only valid namespaces.\n     *\n     * TODO: This test does not test anything, really!\n     */','TEST'
'//        cleanAllExtentsBut(model); // TODO: why is this causing a crash?!?','TEST'
'/**\n * TODO: This needs more work.\n * Test e.g. creation when an operation is selected.\n *\n * @author jaap.branderhorst@xs4all.nl\n * @since Jan 9, 2003\n */','TEST'
"// TODO: This requires that the tests be run with assertions // enabled which isn't guaranteed in all environments.",'TEST'
'// For some reason ListSet.equals() allocates a lot of memory, well // some memory at least. Lets try to avoid that when not needed by // invoking this test only when the two previous tests are not decisive.','TEST'
'/**\n * Tests for the DiagramSettings.\n *\n * TODO: Test chaining of settings.\n *\n * @author Tom Morris (based on TestProjectSettings by Michiel)\n */','TEST'
"// TODO: should not be using assert here but I don't want to change to // IllegalStateException at lead up to a release as I don't know how // much testing is done with assert on.",'TEST'
'// TODO: Fix this so that new sequence diagrams are tested','TEST'
'/**\n     * TODO: Rewrite this test using reflection against Uml class.\n     * \n     * This code has been commented out since September 2003\n     */','TEST'
'/**\n * Test creation of Collaboration diagrams.\n * TODO: Test creating on an operation.\n *\n * @author jaap.branderhorst@xs4all.nl\n * @since Jan 9, 2003\n */','TEST'
'/**\n     * Test a UML 1.3/XMI 1.1 file to make sure that it gets converted properly.\n     * <p>\n     * TODO: Our UML 1.3 converter currently only handles XMI 1.0. \n     * @throws FileNotFoundException indicates a test configuration problem\n     * @throws UmlException if it fails to open the file\n     */','TEST'
'/**\n     * Tests if the list with namespaces defined in getValidNamespaceClasses\n     * contains only valid namespaces.\n     *\n     * TODO: This test does not test anything, really!\n     */','TEST'
'// The application should have checked for availability at // startup. // For tests we would expect unix developers to be correctly // configured. // Replace with an assert when we are JRE1.4+','TEST'
"// TODO: this should fail, but it doesn't:",'TEST'
'// TODO write test for enumerations, although they are not yet supported','TEST'
'/**\n * Test read compressed models, mainly to verify the correct reading of\n * AndroMDA profiles.\n * TODO: Move this test into argouml base when we will want to read also zip\n * file.\n *\n * @author lmaitre\n */','TEST'
'// TODO do tests for navigation to association classes (8.5.5), // even though it is not yet supported','TEST'
'// We tested this above - do we need to test again?','TEST'
'// TODO do tests for type conformance (8.4.4), // even though it is not yet supported','TEST'
'/* Testing: Does not fire. Conflict with CrNameConflict. */','TEST'
'// TODO: should it remove the leftovers from other tests? //        cleanAllExtents(); //        assert getFacade().getRootElements().size() == 0;','TEST'
'// Entered in 0.29.3 // Prove that the test below is not needed','TEST'
"// TODO: This requires that the tests be run with assertions // enabled which isn't guaranteed in all environments.",'TEST'
'/* TODO: Why does it fail for changing\n             * the name of an associationend?\n             *  Why should it pass? */','TEST'
'/**\n     * For modules, it would be useful to be able to remove their factories.\n     * <p>\n     * \n     * TODO: The effect of this method is not yet tested!\n     * \n     * @param factory\n     *            the factory to remove\n     */','TEST'
'/* TODO: Test this. */','TEST'
'// TODO: Test if the generated string is correct.','TEST'
'// TODO do tests for ranges in collection definition (8.5.12), // even though it is not yet supported','TEST'
'// TODO do tests for collections of collections (8.5.13), // even though it is not yet supported  // question: should this happen with all collections or only  // the constructed ones?','TEST'
'/**\n     * Test creation of metatypes.\n     *\n     * TODO: we could add tests here to make sure that\n     * we can NOT create abstract types\n     */','TEST'
'/* Listening only to "remove" events does not work...\n         * TODO: Check if this works now with new event pump - tfm\n         */','TEST'
'// TODO: We need some way of driving this from panel xml rather // than hard coded test','TEST'
'/*\n     * TODO: Prove that this works. \n     * The TestUMLAssociationRoleBaseComboBoxModel does not cut it. \n     * \n     * @see org.argouml.uml.ui.UMLComboBoxModel#addOtherModelEventListeners(java.lang.Object)\n     */','TEST'
'// TODO: Presumably this is only relevant if // obj is actually a Model or Profile. // An added test of isAModel(obj) or isAProfile(obj) would clarify // what is going on here.','TEST'
'/**\n * All events going to the Explorer must pass through here first!<p>\n *\n * Most will come from the uml model via the EventAdapter interface.<p>\n *\n * TODO: In some cases (test cases) this object is created without setting\n * the treeModel. I (Linus) will add tests for this now. It would be better\n * if this is created only when the Explorer is created. <p>\n *\n * TODO: The ExplorerTreeNode also listens to some events\n * (from Diagrams), so it does not follow the rule above.\n *\n * @since 0.15.2, Created on 16 September 2003, 23:13\n * @author  alexb\n */','TEST'
'// does not work: r.getFolderName() // does not work: r.getMessage().getUID()','DEFECT'
"// TODO: key can't be null",'DEFECT'
'// bug #997560 (fdietz): CC: should be in Cc:, instead of To: //toList.addAll(Arrays.asList(rfcHeader.getCc()));','DEFECT'
'// TODO check if we have to manually set the folder/uid in  // message controller to make this work','DEFECT'
'// bug #997560 (fdietz): CC: should be in Cc:, instead of To:','DEFECT'
'// FIXME this is not correct','DEFECT'
'// FIXME correct year calculation','DEFECT'
'// FIXME check if the id is a correct file name! ','DEFECT'
'// TODO: newUID, generate correctly formatted date string','DEFECT'
'// TODO fix doctype','DEFECT'
"// TODO: key can't be null",'DEFECT'
'// TODO: fix parser exception','DEFECT'
'/**\n * FIXME:\n * \n * @author fdietz: No locking of folders currently implemented!\n * \n * @author frd\n */','DEFECT'
'// TODO (@author fdietz): should be removed if we only use // Streams!','DESIGN'
'// FIXME (@author karlpeder): Is 3.2 the proper version of html to refer to?','DESIGN'
'// this is a hack for the multiline column','DESIGN'
'//TODO (@author tstich): do something','DESIGN'
'// TODO (@author fdietz): i18n','DESIGN'
'// FIXME remove method // toolbarPane.add(c);','DESIGN'
'//TODO (@author fdietz): i18n','DESIGN'
'//TODO (@author fdietz): i18n','DESIGN'
'// TODO @author hubms: copied from frederiks search builder','DESIGN'
'// real stupid recreation of whole list model // -> replace with id-based listmodel update','DESIGN'
'// TODO (@author karlpeder): Extend handling of special entities as in restoreSpecialCharacters','DESIGN'
'/**\n     * Transforms email-addresses into HTML just as\n     * substituteEmailAddress(String), but tries to ignore email-addresses,\n     * which are already links, if the ignore links flag is set.\n     * <br>\n     * This extended functionality is necessary when parsing a text which\n     * is already (partly) html.\n     * <br>\n     * FIXME: Can this be done smarter, i.e. directly with reg. expr. without manual parsing??\n     *\n     * @param         s                                input text\n     * @param        ignoreLinks                if true link tags are ignored. This gives a\n     *                                                         wrong result if some e-mail adresses are\n     *                                                         already links (but uses reg. expr. directly,\n     *                                                         and is therefore faster)\n     * @return        text with email-adresses transformed to links\n     */','DESIGN'
'//TODO: Return content encoding according to the mime part in the mail','DESIGN'
'//TODO: Return content type according to the mime part in the mail','DESIGN'
'// hack to support dockable view title update // TODO replace with listener pattern','DESIGN'
'/*TODO stop polling thread?! */','DESIGN'
'// TODO @author hubms: bad: if there is a icon it is tagged or // not','DESIGN'
'// TODO categoryEnumeration','DESIGN'
'// hack: if start and end time is at 00:00:00:000 it is // an all day event','DESIGN'
'// register interest on store changes // TODO the dependency should be the other way around','DESIGN'
"// TODO: fix layout to look good, even if there's not enough information provided",'DESIGN'
'// TODO (@author fdietz): i18n','DESIGN'
'// FIXME: ugly cast to ContactModel','DESIGN'
'// @TODO dont use deprecated method','DESIGN'
'/* TODO must get polling interval from config file */','DESIGN'
'//      TODO: reactivate when feature is supported','DESIGN'
'// If this folder has children add them // TODO: In the future we should try to fetch additional children on demand // when the tree of the dialog is opened','DESIGN'
'// TODO (@author fdietz): Add more special entities - e.g. accenture chars such as ?','DESIGN'
'// TODO (@author waffel): encrypt AND sign dosN#t work. The message is // always only // encrypted. We need a function that knows, here // is an encrypted AND signed Message. Thus first encyrpt and then // verifySign the message // if this message is signed/encrypted we have to use // GnuPG to extract the decrypted bodypart // - multipart/encrypted // - multipart/signed','DESIGN'
'/**\n     * Transforms urls into HTML just as substituteURL(String),\n     * but tries to ignore urls, which are already links, if the ignore\n     * links flag is set.\n     * <br>\n     * This extended functionality is necessary when parsing a text which\n     * is already (partly) html.\n     * <br>\n     * FIXME: Can this be done smarter, i.e. directly with reg. expr. without manual parsing??\n     *\n     * @param         s                                input text\n     * @param        ignoreLinks                if true link tags are ignored. This gives a\n     *                                                         wrong result if some urls are already links\n     *                                                         (but uses reg. expr. directly, and is\n     *                                                         therefore faster)\n     * @return        text with urls\n     */','DESIGN'
"// TODO @author fdietz: ensure that we don't fetch individual // headers // to reduce client/server roundtrips",'DESIGN'
'// ??? bad to have release hardocoded here. Fix later...right.','DESIGN'
'// TODO (@author fdietz): i18n','DESIGN'
'// TODO (@author fdietz): i18n','DESIGN'
'// hack: if start and end time is at 00:00:00:000 it is // an all day event','DESIGN'
'//TODO: Open stream from the mime part specified by contentID of the  //currently viewed mail','DESIGN'
'// something is very wrong here','DESIGN'
'// its maybe better to leave this option out of the dialog // -> make it configurable in the xml file anyway','DESIGN'
'// TODO (@author fdietz): i18n','DESIGN'
'// TODO: Make this hack more i18n compatible','DESIGN'
